app,module_id,sub_app,question_id,source_question_id,level,response_type,max_marks,prompt,correct_answer,answer_choices,accepted_answers,audio_path,audio_exists,question_asset,answer_asset,score_asset,instrument,family,clip_type,difficulty,composer,work,movement,performer,source,rights,notes
Meter Master,meter-master,Meter recognition,MMX011,MTR011,Developing,single choice,1,What note value represents the main beat? (1),Crotchet,Quaver | Minim | Crotchet | Dotted crotchet,crotchet | quarter note,modules/meter-master/audio/MTR011.mp3,yes,,,,,,Beat-unit analysis,Simple triple,,,,,https://imslp.org/wiki/String_Quartet_No.12%2C_Op.96_%28Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn%29,,Crotchet. (1) Simple triple metre uses a crotchet beat in 3/4.
Meter Master,meter-master,Meter recognition,MMX012,MTR012,Developing,multiple choice,1,What note value represents one beat? (1),Crotchet,Quaver | Dotted crotchet | Minim | Crotchet,crotchet | quarter note,modules/meter-master/audio/MTR012.mp3,yes,,,,,,Beat-unit analysis,Simple duple,,,,,https://imslp.org/wiki/String_Quartet_No.12%2C_Op.96_%28Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn%29,,Crotchet. (1) The denominator 4 indicates a crotchet beat.
Meter Master,meter-master,Meter recognition,MMX013,MTR013,Developing,numeric,1,How many main beats are heard in each bar? (1),2,5 | 4 | 3 | 2,2 | two,modules/meter-master/audio/MTR013.mp3,yes,,,,,,Pulse analysis,Compound duple,,,,,https://imslp.org/wiki/Peer_Gynt_Suite_No.1%2C_Op.46_%28Grieg%2C_Edvard%29,,Two main beats. (1) Do not count all six quavers as separate main beats.
Meter Master,meter-master,Meter recognition,MMX014,MTR014,Foundation,multiple choice,1,"Is this metre duple, triple or quadruple? (1)",Quadruple,Triple | Quadruple | Irregular | Duple,quadruple | simple quadruple,modules/meter-master/audio/MTR014.mp3,yes,,,,,,Aural classification,Simple quadruple,,,,,https://imslp.org/wiki/Peer_Gynt_Suite_No.1%2C_Op.46_%28Grieg%2C_Edvard%29,,Quadruple. (1) There are four main crotchet beats per bar.
Meter Master,meter-master,Meter recognition,MMX015,MTR015,Foundation,multiple choice,1,Underline the term which accurately describes the time signature. (1),Simple triple,Simple triple | Compound duple | Simple duple | Compound triple,simple triple,modules/meter-master/audio/MTR015.mp3,yes,,,,,,Aural classification,Simple triple,,,,,https://imslp.org/wiki/Peer_Gynt_Suite_No.1%2C_Op.46_%28Grieg%2C_Edvard%29,,Simple triple. (1) Do not confuse three crotchet beats with two dotted-crotchet beats in 6/8.
Meter Master,meter-master,Meter recognition,MMX016,MTR016,Developing,numeric,1,How many beats are there in each bar? (1),4,5 | 4 | 3 | 2,4 | four,modules/meter-master/audio/MTR016.mp3,yes,,,,,,Pulse analysis,Simple quadruple,,,,,https://imslp.org/wiki/Peer_Gynt_Suite_No.1%2C_Op.46_%28Grieg%2C_Edvard%29,,Four beats. (1) The regular pulse groups into four crotchet beats.
Meter Master,meter-master,Meter recognition,MMX017,MTR017,Foundation,multiple choice,1,"Is this metre duple, triple or quadruple? (1)",Duple,Irregular | Duple | Quadruple | Triple,duple | simple duple,modules/meter-master/audio/MTR017.mp3,yes,,,,,,Aural classification,Simple duple,,,,,https://imslp.org/wiki/String_Quartet_in_D_major%2C_Hob.III%3A63_%28Haydn%2C_Joseph%29,,Duple. (1) There are two broad minim beats per bar.
Meter Master,meter-master,Meter recognition,MMX018,MTR018,Securing,two-part written,2,Describe the metre fully. (2),Simple Triple,Simple duple | Simple Triple | Irregular quintuple | Compound triple,simple triple | simple and triple,modules/meter-master/audio/MTR018.mp3,yes,,,,,,Full metre description,Simple triple,,,,,https://imslp.org/wiki/String_Quartet_in_D_major%2C_Hob.III%3A63_%28Haydn%2C_Joseph%29,,Simple. (1) Triple. (1) A full description includes both the subdivision and the number of beats.
Meter Master,meter-master,Meter recognition,MMX019,MTR019,Developing,multiple choice,1,Which feature distinguishes this metre from 6/8? (1),Three crotchet beats,Three crotchet beats | Two dotted-crotchet beats | Five uneven beats | Four crotchet beats,three crotchet beats | 3 crotchet beats,modules/meter-master/audio/MTR019.mp3,yes,,,,,,Discrimination,Simple triple,,,,,https://imslp.org/wiki/String_Quartet_in_D_major%2C_Hob.III%3A63_%28Haydn%2C_Joseph%29,,Three crotchet beats. (1) 6/8 instead has two dotted-crotchet beats.
Meter Master,meter-master,Meter recognition,MMX020,MTR020,Developing,multiple choice,1,Which feature distinguishes this metre from 4/4? (1),Two crotchet beats per bar,Four crotchet beats per bar | Two dotted-crotchet beats | Two crotchet beats per bar | Three crotchet beats,two crotchet beats per bar | two beats,modules/meter-master/audio/MTR020.mp3,yes,,,,,,Discrimination,Simple duple,,,,,https://imslp.org/wiki/String_Quartet_in_D_major%2C_Hob.III%3A63_%28Haydn%2C_Joseph%29,,"Two crotchet beats per bar. (1) Both are simple, but 2/4 is duple rather than quadruple."
Meter Master,meter-master,Meter recognition,MMX021,MTR021,Developing,multiple choice,1,What note value represents the main beat? (1),Dotted crotchet,Crotchet | Minim | Dotted crotchet | Quaver,dotted crotchet | dotted quarter note,modules/meter-master/audio/MTR021.mp3,yes,,,,,,Beat-unit analysis,Compound duple,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.90_%28Mendelssohn%2C_Felix%29,,Dotted crotchet. (1) Each main beat contains three quavers.
Meter Master,meter-master,Meter recognition,MMX022,MTR022,Developing,multiple choice,1,What note value represents one beat? (1),Crotchet,Crotchet | Dotted crotchet | Quaver | Minim,crotchet | quarter note,modules/meter-master/audio/MTR022.mp3,yes,,,,,,Beat-unit analysis,Simple quadruple,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.90_%28Mendelssohn%2C_Felix%29,,Crotchet. (1) The denominator 4 indicates a crotchet beat.
Meter Master,meter-master,Meter recognition,MMX023,MTR023,Developing,single choice,1,Is the metre regular or irregular? (1),Regular,Regular | Irregular | Free,regular,modules/meter-master/audio/MTR023.mp3,yes,,,,,,Regularity,Simple triple,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.90_%28Mendelssohn%2C_Felix%29,,Regular. (1) The same three-beat bar recurs consistently.
Meter Master,meter-master,Meter recognition,MMX024,MTR024,Developing,multiple choice,1,Which symbol may be used instead of 4/4? (1),C,Cut-time symbol | 3 | C | 6/8,C | common time | common-time symbol,modules/meter-master/audio/MTR024.mp3,yes,,,,,,Notation vocabulary,Simple quadruple,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.90_%28Mendelssohn%2C_Felix%29,,C / common time. (1) 4/4 is also known as common time.
Meter Master,meter-master,Meter recognition,MMX025,MTR025,Developing,numeric,1,How many main beats are heard in each bar? (1),2,5 | 4 | 3 | 2,2 | two,modules/meter-master/audio/MTR025.mp3,yes,,,,,,Pulse analysis,Simple duple,,,,,https://imslp.org/wiki/Symphony_No.40_in_G_minor%2C_K.550_%28Mozart%2C_Wolfgang_Amadeus%29,,"Two main beats. (1) At this speed, count two broad beats rather than four crotchets."
Meter Master,meter-master,Meter recognition,MMX026,MTR026,Securing,two-point written,2,Explain why the metre is compound duple. (2),Two Main Beats Divided Into Threes,Two Main Beats Divided Into Threes | Simple quadruple | Simple triple | Compound duple,two main beats | each beat divides into three | two dotted-crotchet beats,modules/meter-master/audio/MTR026.mp3,yes,,,,,,Full metre explanation,Compound duple,,,,,https://imslp.org/wiki/Symphony_No.40_in_G_minor%2C_K.550_%28Mozart%2C_Wolfgang_Amadeus%29,,Two main beats per bar. (1) Each beat divides into three quavers / is a dotted crotchet. (1) Both the number of main beats and their subdivision are required.
Meter Master,meter-master,Meter recognition,MMX027,MTR027,Securing,two-point written,2,State two features of rhythm and metre heard in the extract. (2),3/4 and simple triple,4/4 and simple quadruple | 5/4 and irregular quintuple | 3/4 and simple triple | 12/8 and compound quadruple,3/4 | simple triple | triple metre | regular pulse | crotchet beat,modules/meter-master/audio/MTR027.mp3,yes,,,,,,Rhythm and metre,Simple triple,,,,,https://imslp.org/wiki/Symphony_No.40_in_G_minor%2C_K.550_%28Mozart%2C_Wolfgang_Amadeus%29,,Award one mark for each valid point: 3/4; simple time; triple metre; regular/steady pulse; crotchet beat. Maximum 2. Use two distinct points rather than synonyms for the same feature.
Meter Master,meter-master,Meter recognition,MMX028,MTR028,Developing,multiple choice,1,What note value represents the main beat? (1),Minim,Minim | Crotchet | Quaver | Dotted crotchet,minim | half note,modules/meter-master/audio/MTR028.mp3,yes,,,,,,Beat-unit analysis,Simple duple,,,,,https://imslp.org/wiki/Symphony_No.40_in_G_minor%2C_K.550_%28Mozart%2C_Wolfgang_Amadeus%29,,Minim. (1) The denominator 2 indicates a minim beat.
Meter Master,meter-master,Meter recognition,MMX029,MTR029,Mastering,two-point written,2,Describe the metre. (2),5/4 and irregular quintuple,4/4 and simple quadruple | 2/4 and simple duple | 5/4 and irregular quintuple | 3/4 and simple triple,5/4 | irregular | quintuple | five crotchet beats | 2+3 | 3+2,modules/meter-master/audio/MTR029.mp3,yes,,,,,,Irregular metre,Irregular quintuple,,,,,https://imslp.org/wiki/Symphony_No.6%2C_Op.74_%28Tchaikovsky%2C_Pyotr%29,,"5/4 or five crotchet beats. (1) Irregular/quintuple or a correct 2+3 / 3+2 grouping. (1) The five-beat pattern is unequal rather than simple duple, triple or quadruple."
Meter Master,meter-master,Meter recognition,MMX030,MTR030,Mastering,two-point written,2,Describe the metre fully. (2),Compound Quadruple,Simple triple | Compound triple | Compound Quadruple | Compound duple,compound quadruple | compound and quadruple,modules/meter-master/audio/MTR030.mp3,yes,,,,,,Full metre description,Compound quadruple,,,,,https://imslp.org/wiki/Symphony_No.6%2C_Op.74_%28Tchaikovsky%2C_Pyotr%29,,"Compound. (1) Quadruple. (1) There are four main dotted-crotchet beats, each divided into three quavers."
Meter Master,meter-master,Meter recognition,MMX031,MTR001,Securing,written time signature,1,The time signature has been removed from the score. Write the missing time signature. (1),3/4,4/4 | 3/4 | 2/4 | 2/2,3/4 | three-four,modules/meter-master/audio/MTR001.mp3,yes,,,modules/meter-master/scores/mmx031_score.png,,,Skeleton-score completion,Simple triple,,,,,https://imslp.org/wiki/Symphony_No.3%2C_Op.55_%28Beethoven%2C_Ludwig_van%29,,3/4. (1) The notation groups each bar according to simple triple metre. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove only the printed time signature.
Meter Master,meter-master,Meter recognition,MMX032,MTR002,Securing,multiple choice,1,Underline the correct time signature for the printed extract. (1),2/4,2/2 | 2/4 | 3/4 | 4/4,2/4 | two-four,modules/meter-master/audio/MTR002.mp3,yes,,,modules/meter-master/scores/mmx032_score.png,,,Score-supported multiple choice,Simple duple,,,,,https://imslp.org/wiki/Symphony_No.3%2C_Op.55_%28Beethoven%2C_Ludwig_van%29,,2/4. (1) Use the rhythmic grouping and total duration of each bar. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove the original time signature and present the four answer options below the score.
Meter Master,meter-master,Meter recognition,MMX033,MTR003,Securing,two-part written,2,Describe the metre shown by the score. (2),Simple Triple,Irregular quintuple | Simple Triple | Compound triple | Compound quadruple,simple triple | simple | triple,modules/meter-master/audio/MTR003.mp3,yes,,,modules/meter-master/scores/mmx033_score.png,,,Full metre from notation,Simple triple,,,,,https://imslp.org/wiki/Symphony_No.3%2C_Op.55_%28Beethoven%2C_Ludwig_van%29,,"Simple. (1) Triple. (1) There are three crotchet beats, each dividing naturally into two quavers. The complete classification is simple triple. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Keep the rhythmic grouping visible. The printed signature may be removed."
Meter Master,meter-master,Meter recognition,MMX034,MTR004,Mastering,two-point written,2,Explain how the notation confirms the metre. (2),Two crotchet beats,Four crotchet beats | Three crotchet beats | Two crotchet beats | Four dotted-crotchet beats,2 crotchet beats,modules/meter-master/audio/MTR004.mp3,yes,,,modules/meter-master/scores/mmx034_score.png,,,Explain notation,Simple duple,,,,,https://imslp.org/wiki/Symphony_No.3%2C_Op.55_%28Beethoven%2C_Ludwig_van%29,,"2 beats per bar. (1) The beat unit is a crotchet. (1) Each crotchet beat divides naturally into two quavers. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove the signature but retain beaming, barlines and enough notes to show the beat grouping."
Meter Master,meter-master,Meter recognition,MMX035,MTR005,Mastering,two-point written,2,State two features of rhythm and metre shown by the score. (2),2/2 and simple duple,2/2 and simple duple | 6/8 and compound duple | 3/4 and simple triple | 4/4 and simple quadruple,2/2 | simple | duple | 2 main beats | minim beat | regular pulse,modules/meter-master/audio/MTR005.mp3,yes,,,modules/meter-master/scores/mmx035_score.png,,,Rhythm and metre features,Simple duple,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.98_%28Brahms%2C_Johannes%29,,"Award one mark for each valid point: 2/2; simple duple; 2 main beats; minim beat; regular pulse; correct description of the subdivision. Maximum 2. Students should give two distinct features rather than two equivalent names for the same feature. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Keep the signature visible because the question assesses broader interpretation, not only recall."
Meter Master,meter-master,Meter recognition,MMX036,MTR006,Securing,written time signature,1,The time signature has been removed from the score. Write the missing time signature. (1),6/8,6/8 | 3/4 | 2/4 | 2/2,6/8 | six-eight,modules/meter-master/audio/MTR006.mp3,yes,,,modules/meter-master/scores/mmx036_score.png,,,Skeleton-score completion,Compound duple,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.98_%28Brahms%2C_Johannes%29,,6/8. (1) The notation groups each bar according to compound duple metre. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove only the printed time signature.
Meter Master,meter-master,Meter recognition,MMX037,MTR007,Securing,multiple choice,1,Underline the correct time signature for the printed extract. (1),2/4,2/2 | 2/4 | 3/4 | 4/4,2/4 | two-four,modules/meter-master/audio/MTR007.mp3,yes,,,modules/meter-master/scores/mmx037_score.png,,,Score-supported multiple choice,Simple duple,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.98_%28Brahms%2C_Johannes%29,,2/4. (1) Use the rhythmic grouping and total duration of each bar. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove the original time signature and present the four answer options below the score.
Meter Master,meter-master,Meter recognition,MMX038,MTR008,Securing,two-part written,2,Describe the metre shown by the score. (2),Simple Triple,Irregular quintuple | Compound duple | Simple duple | Simple Triple,simple triple | simple | triple,modules/meter-master/audio/MTR008.mp3,yes,,,modules/meter-master/scores/mmx038_score.png,,,Full metre from notation,Simple triple,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.98_%28Brahms%2C_Johannes%29,,"Simple. (1) Triple. (1) There are three crotchet beats, each dividing naturally into two quavers. The complete classification is simple triple. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Keep the rhythmic grouping visible. The printed signature may be removed."
Meter Master,meter-master,Meter recognition,MMX039,MTR009,Mastering,two-point written,2,Explain how the notation confirms the metre. (2),Four crotchet beats,Five crotchets grouped unevenly | Four dotted-crotchet beats | Four crotchet beats | Two crotchet beats,4 crotchet beats,modules/meter-master/audio/MTR009.mp3,yes,,,modules/meter-master/scores/mmx039_score.png,,,Explain notation,Simple quadruple,,,,,https://imslp.org/wiki/String_Quartet_No.12%2C_Op.96_%28Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn%29,,"4 beats per bar. (1) The beat unit is a crotchet. (1) There are four crotchet beats, each dividing naturally into two quavers. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove the signature but retain beaming, barlines and enough notes to show the beat grouping."
Meter Master,meter-master,Meter recognition,MMX040,MTR010,Mastering,two-point written,2,State two features of rhythm and metre shown by the score. (2),6/8 and compound duple,5/4 and irregular quintuple | 2/4 and simple duple | 6/8 and compound duple | 12/8 and compound quadruple,6/8 | compound | duple | 2 main beats | dotted crotchet beat | regular pulse,modules/meter-master/audio/MTR010.mp3,yes,,,modules/meter-master/scores/mmx040_score.png,,,Rhythm and metre features,Compound duple,,,,,https://imslp.org/wiki/String_Quartet_No.12%2C_Op.96_%28Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn%29,,"Award one mark for each valid point: 6/8; compound duple; 2 main beats; dotted crotchet beat; regular pulse; correct description of the subdivision. Maximum 2. Students should give two distinct features rather than two equivalent names for the same feature. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Keep the signature visible because the question assesses broader interpretation, not only recall."
Meter Master,meter-master,Meter recognition,MMX041,MTR011,Securing,written time signature,1,The time signature has been removed from the score. Write the missing time signature. (1),3/4,4/4 | 3/4 | 2/4 | 2/2,3/4 | three-four,modules/meter-master/audio/MTR011.mp3,yes,,,modules/meter-master/scores/mmx041_score.png,,,Skeleton-score completion,Simple triple,,,,,https://imslp.org/wiki/String_Quartet_No.12%2C_Op.96_%28Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn%29,,3/4. (1) The notation groups each bar according to simple triple metre. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove only the printed time signature.
Meter Master,meter-master,Meter recognition,MMX042,MTR012,Securing,multiple choice,1,Underline the correct time signature for the printed extract. (1),2/4,2/2 | 2/4 | 3/4 | 4/4,2/4 | two-four,modules/meter-master/audio/MTR012.mp3,yes,,,modules/meter-master/scores/mmx042_score.png,,,Score-supported multiple choice,Simple duple,,,,,https://imslp.org/wiki/String_Quartet_No.12%2C_Op.96_%28Dvo%C5%99%C3%A1k%2C_Anton%C3%ADn%29,,2/4. (1) Use the rhythmic grouping and total duration of each bar. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove the original time signature and present the four answer options below the score.
Meter Master,meter-master,Meter recognition,MMX043,MTR013,Securing,two-part written,2,Describe the metre shown by the score. (2),Compound Duple,Compound quadruple | Compound triple | Simple triple | Compound Duple,compound duple | compound | duple,modules/meter-master/audio/MTR013.mp3,yes,,,modules/meter-master/scores/mmx043_score.png,,,Full metre from notation,Compound duple,,,,,https://imslp.org/wiki/Peer_Gynt_Suite_No.1%2C_Op.46_%28Grieg%2C_Edvard%29,,Compound. (1) Duple. (1) The six quavers group as two sets of three. The complete classification is compound duple. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Keep the rhythmic grouping visible. The printed signature may be removed.
Meter Master,meter-master,Meter recognition,MMX044,MTR014,Mastering,two-point written,2,Explain how the notation confirms the metre. (2),Four crotchet beats,Four dotted-crotchet beats | Four crotchet beats | Two crotchet beats | Three crotchet beats,4 crotchet beats,modules/meter-master/audio/MTR014.mp3,yes,,,modules/meter-master/scores/mmx044_score.png,,,Explain notation,Simple quadruple,,,,,https://imslp.org/wiki/Peer_Gynt_Suite_No.1%2C_Op.46_%28Grieg%2C_Edvard%29,,"4 beats per bar. (1) The beat unit is a crotchet. (1) There are four crotchet beats, each dividing naturally into two quavers. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove the signature but retain beaming, barlines and enough notes to show the beat grouping."
Meter Master,meter-master,Meter recognition,MMX045,MTR015,Mastering,two-point written,2,State two features of rhythm and metre shown by the score. (2),3/4 and simple triple,2/4 and simple duple | 2/2 and simple duple | 12/8 and compound quadruple | 3/4 and simple triple,3/4 | simple | triple | 3 main beats | crotchet beat | regular pulse,modules/meter-master/audio/MTR015.mp3,yes,,,modules/meter-master/scores/mmx045_score.png,,,Rhythm and metre features,Simple triple,,,,,https://imslp.org/wiki/Peer_Gynt_Suite_No.1%2C_Op.46_%28Grieg%2C_Edvard%29,,"Award one mark for each valid point: 3/4; simple triple; 3 main beats; crotchet beat; regular pulse; correct description of the subdivision. Maximum 2. Students should give two distinct features rather than two equivalent names for the same feature. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Keep the signature visible because the question assesses broader interpretation, not only recall."
Meter Master,meter-master,Meter recognition,MMX046,MTR016,Securing,written time signature,1,The time signature has been removed from the score. Write the missing time signature. (1),4/4,4/4 | 3/4 | 2/4 | 2/2,4/4 | common time | C,modules/meter-master/audio/MTR016.mp3,yes,,,modules/meter-master/scores/mmx046_score.png,,,Skeleton-score completion,Simple quadruple,,,,,https://imslp.org/wiki/Peer_Gynt_Suite_No.1%2C_Op.46_%28Grieg%2C_Edvard%29,,4/4. (1) The notation groups each bar according to simple quadruple metre. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove only the printed time signature.
Meter Master,meter-master,Meter recognition,MMX047,MTR017,Securing,multiple choice,1,Underline the correct time signature for the printed extract. (1),2/2,2/2 | 2/4 | 3/4 | 4/4,2/2 | cut time | alla breve | cut-common-time symbol,modules/meter-master/audio/MTR017.mp3,yes,,,modules/meter-master/scores/mmx047_score.png,,,Score-supported multiple choice,Simple duple,,,,,https://imslp.org/wiki/String_Quartet_in_D_major%2C_Hob.III%3A63_%28Haydn%2C_Joseph%29,,2/2. (1) Use the rhythmic grouping and total duration of each bar. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove the original time signature and present the four answer options below the score.
Meter Master,meter-master,Meter recognition,MMX048,MTR018,Securing,two-part written,2,Describe the metre shown by the score. (2),Simple Triple,Simple duple | Simple quadruple | Compound duple | Simple Triple,simple triple | simple | triple,modules/meter-master/audio/MTR018.mp3,yes,,,modules/meter-master/scores/mmx048_score.png,,,Full metre from notation,Simple triple,,,,,https://imslp.org/wiki/String_Quartet_in_D_major%2C_Hob.III%3A63_%28Haydn%2C_Joseph%29,,"Simple. (1) Triple. (1) There are three crotchet beats, each dividing naturally into two quavers. The complete classification is simple triple. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Keep the rhythmic grouping visible. The printed signature may be removed."
Meter Master,meter-master,Meter recognition,MMX049,MTR019,Mastering,two-point written,2,Explain how the notation confirms the metre. (2),Three crotchet beats,Two crotchet beats | Five crotchets grouped unevenly | Four crotchet beats | Three crotchet beats,3 crotchet beats,modules/meter-master/audio/MTR019.mp3,yes,,,modules/meter-master/scores/mmx049_score.png,,,Explain notation,Simple triple,,,,,https://imslp.org/wiki/String_Quartet_in_D_major%2C_Hob.III%3A63_%28Haydn%2C_Joseph%29,,"3 beats per bar. (1) The beat unit is a crotchet. (1) There are three crotchet beats, each dividing naturally into two quavers. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove the signature but retain beaming, barlines and enough notes to show the beat grouping."
